SUBJECT,OBJECT,LABEL
http://af.dbpedia.org/resource/Madison,http://ar.dbpedia.org/resource/ماديسون،_ويسكنسن,k
http://af.dbpedia.org/resource/Madison,http://ast.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://bat-smg.dbpedia.org/resource/Madisons,k
http://af.dbpedia.org/resource/Madison,http://bg.dbpedia.org/resource/Мадисън,k
http://af.dbpedia.org/resource/Madison,http://br.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://bs.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://ca.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://cs.dbpedia.org/resource/Madison,k
http://af.dbpedia.org/resource/Madison,"http://cy.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,http://da.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,"http://dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,http://de.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://el.dbpedia.org/resource/Μάντισον_(Ουισκόνσιν),k
http://af.dbpedia.org/resource/Madison,http://eo.dbpedia.org/resource/Madison_(Viskonsino),k
http://af.dbpedia.org/resource/Madison,http://es.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://et.dbpedia.org/resource/Madison,k
http://af.dbpedia.org/resource/Madison,http://eu.dbpedia.org/resource/Madison,k
http://af.dbpedia.org/resource/Madison,http://fa.dbpedia.org/resource/مدیسن،_ویسکانسین,k
http://af.dbpedia.org/resource/Madison,http://fi.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://fr.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://fy.dbpedia.org/resource/Madison_(Wiskonsin),k
http://af.dbpedia.org/resource/Madison,"http://gl.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,http://he.dbpedia.org/resource/מדיסון,k
http://af.dbpedia.org/resource/Madison,http://hi.dbpedia.org/resource/मैडिसन,k
http://af.dbpedia.org/resource/Madison,"http://hr.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,"http://ht.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,http://hy.dbpedia.org/resource/Մեդիսոն_(Վիսկոնսին),k
http://af.dbpedia.org/resource/Madison,"http://ia.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,"http://id.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,"http://io.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,http://it.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://ja.dbpedia.org/resource/マディソン_(ウィスコンシン州),k
http://af.dbpedia.org/resource/Madison,http://ka.dbpedia.org/resource/მედისონი_(უისკონსინი),k
http://af.dbpedia.org/resource/Madison,http://ko.dbpedia.org/resource/매디슨_(위스콘신_주),k
http://af.dbpedia.org/resource/Madison,http://ku.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://la.dbpedia.org/resource/Madisonia,k
http://af.dbpedia.org/resource/Madison,http://lmo.dbpedia.org/resource/Madison,k
http://af.dbpedia.org/resource/Madison,http://lt.dbpedia.org/resource/Madisonas_(Viskonsinas),k
http://af.dbpedia.org/resource/Madison,http://lv.dbpedia.org/resource/Medisona,k
http://af.dbpedia.org/resource/Madison,"http://mg.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,http://mk.dbpedia.org/resource/Медисон_(Висконсин),k
http://af.dbpedia.org/resource/Madison,"http://mr.dbpedia.org/resource/मॅडिसन,_विस्कॉन्सिन",k
http://af.dbpedia.org/resource/Madison,"http://ms.dbpedia.org/resource/Madison,_Wisconsin",k
http://af.dbpedia.org/resource/Madison,http://nl.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://nn.dbpedia.org/resource/Madison,k
http://af.dbpedia.org/resource/Madison,http://no.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://oc.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,http://pl.dbpedia.org/resource/Madison,k
http://af.dbpedia.org/resource/Madison,http://pms.dbpedia.org/resource/Madison,k
http://af.dbpedia.org/resource/Madison,http://pt.dbpedia.org/resource/Madison_(Wisconsin),k
http://af.dbpedia.org/resource/Madison,"http://ro.dbpedia.org/resource/Madison,_Wisconsin",k
