SUBJECT,OBJECT,LABEL
"http://af.dbpedia.org/resource/Bandon,_Oregon","http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)",k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://ca.dbpedia.org/resource/Bandon_(Oregon),k
"http://af.dbpedia.org/resource/Bandon,_Oregon","http://dbpedia.org/resource/Bandon,_Oregon",k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://es.dbpedia.org/resource/Bandon_(Oregón),k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://fa.dbpedia.org/resource/بندن،_اورگن,k
"http://af.dbpedia.org/resource/Bandon,_Oregon","http://ht.dbpedia.org/resource/Bandon,_Oregon",k
"http://af.dbpedia.org/resource/Bandon,_Oregon","http://io.dbpedia.org/resource/Bandon,_Oregon",k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://kk.dbpedia.org/resource/Бандон_(Орегон),k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://nl.dbpedia.org/resource/Bandon_(Oregon),k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://pt.dbpedia.org/resource/Bandon_(Oregon),k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://th.dbpedia.org/resource/แบนดัน_(รัฐออริกอน),k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://uz.dbpedia.org/resource/Bandon_(Oregon),k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://vo.dbpedia.org/resource/Bandon,k
"http://af.dbpedia.org/resource/Bandon,_Oregon",http://www.wikidata.org/entity/Q2088015,k
"http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)",http://ar.dbpedia.org/resource/باندون_(أوريغون),k
"http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)","http://bg.dbpedia.org/resource/%D0%91%D0%B0%D0%BD%D0%B4%D1%8A%D0%BD_(%D0%B3%D1%80%D0%B0%D0%B4,_%D0%9E%D1%80%D0%B5%D0%B3%D0%BE%D0%BD)",k
"http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)",http://ca.dbpedia.org/resource/Bandon_(Oregon),k
"http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)","http://dbpedia.org/resource/Bandon,_Oregon",k
"http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)",http://es.dbpedia.org/resource/Bandon_(Oregón),k
"http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)",http://fa.dbpedia.org/resource/بندن،_اورگن,k
