SUBJECT,OBJECT,LABEL
http://af.dbpedia.org/resource/Bogot%C3%A1,http://af.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://am.dbpedia.org/resource/ቦጎታ,k
http://af.dbpedia.org/resource/Bogotá,http://an.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://ar.dbpedia.org/resource/بوغوتا,k
http://af.dbpedia.org/resource/Bogotá,http://arz.dbpedia.org/resource/بوجوتا,k
http://af.dbpedia.org/resource/Bogotá,http://ast.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://az.dbpedia.org/resource/Boqota,k
http://af.dbpedia.org/resource/Bogotá,http://ba.dbpedia.org/resource/Богота,k
http://af.dbpedia.org/resource/Bogotá,http://bat-smg.dbpedia.org/resource/Buoguota,k
http://af.dbpedia.org/resource/Bogotá,http://be-x-old.dbpedia.org/resource/Багата,k
http://af.dbpedia.org/resource/Bogotá,http://be.dbpedia.org/resource/Горад_Багата,k
http://af.dbpedia.org/resource/Bogotá,http://bg.dbpedia.org/resource/Богота,k
http://af.dbpedia.org/resource/Bogotá,http://bn.dbpedia.org/resource/বোগোতা,k
http://af.dbpedia.org/resource/Bogotá,http://br.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://bs.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://ca.dbpedia.org/resource/Bogotà,k
http://af.dbpedia.org/resource/Bogotá,http://cs.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://cy.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://da.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://dbpedia.org/resource/Bogot%C3%A1,k
http://af.dbpedia.org/resource/Bogotá,http://de.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://diq.dbpedia.org/resource/Bogota,k
http://af.dbpedia.org/resource/Bogotá,http://el.dbpedia.org/resource/Μπογκοτά,k
http://af.dbpedia.org/resource/Bogotá,http://eo.dbpedia.org/resource/Bogoto,k
http://af.dbpedia.org/resource/Bogotá,http://es.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://et.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://eu.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://fa.dbpedia.org/resource/بوگوتا,k
http://af.dbpedia.org/resource/Bogotá,http://fi.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://fr.dbpedia.org/resource/Bogota,k
http://af.dbpedia.org/resource/Bogotá,http://fr.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://fy.dbpedia.org/resource/Bogota_(stêd),k
http://af.dbpedia.org/resource/Bogotá,http://ga.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://gd.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://gl.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://he.dbpedia.org/resource/בוגוטה,k
http://af.dbpedia.org/resource/Bogotá,http://hi.dbpedia.org/resource/बोगोटा,k
http://af.dbpedia.org/resource/Bogotá,http://hif.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://hr.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://ht.dbpedia.org/resource/Bogota,k
http://af.dbpedia.org/resource/Bogotá,http://hu.dbpedia.org/resource/Bogotá,k
http://af.dbpedia.org/resource/Bogotá,http://hy.dbpedia.org/resource/Բոգոտա,k
