SUBJECT,OBJECT,LABEL
http://ab.dbpedia.org/resource/Берлин,http://dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://ace.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://af.dbpedia.org/resource/Berlyn,k
http://dbpedia.org/resource/Berlin,http://ak.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://als.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://am.dbpedia.org/resource/በርሊን,k
http://dbpedia.org/resource/Berlin,http://an.dbpedia.org/resource/Berlín,k
http://dbpedia.org/resource/Berlin,http://ang.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://ar.dbpedia.org/resource/برلين,k
http://dbpedia.org/resource/Berlin,http://arc.dbpedia.org/resource/ܒܪܠܝܢ,k
http://dbpedia.org/resource/Berlin,http://arz.dbpedia.org/resource/بيرلين,k
http://dbpedia.org/resource/Berlin,http://ast.dbpedia.org/resource/Berlín,k
http://dbpedia.org/resource/Berlin,http://ay.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://az.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://ba.dbpedia.org/resource/Берлин,k
http://dbpedia.org/resource/Berlin,http://bar.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://bat-smg.dbpedia.org/resource/Berlīns,k
http://dbpedia.org/resource/Berlin,http://bat_smg.dbpedia.org/resource/Berlīns,k
http://dbpedia.org/resource/Berlin,http://be-x-old.dbpedia.org/resource/Бэрлін,k
http://dbpedia.org/resource/Berlin,http://be.dbpedia.org/resource/Горад_Берлін,k
http://dbpedia.org/resource/Berlin,http://be_x_old.dbpedia.org/resource/Бэрлін,k
http://dbpedia.org/resource/Berlin,http://bg.dbpedia.org/resource/Берлин,k
http://dbpedia.org/resource/Berlin,http://bi.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://bn.dbpedia.org/resource/বার্লিন,k
http://dbpedia.org/resource/Berlin,http://bo.dbpedia.org/resource/པེར་ལིན།,k
http://dbpedia.org/resource/Berlin,http://br.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://bs.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://bxr.dbpedia.org/resource/Берлин,k
http://dbpedia.org/resource/Berlin,http://ca.dbpedia.org/resource/Berlín,k
http://dbpedia.org/resource/Berlin,http://cbk_zam.dbpedia.org/resource/Berlín,k
http://dbpedia.org/resource/Berlin,http://ce.dbpedia.org/resource/Берлин,k
http://dbpedia.org/resource/Berlin,http://ceb.dbpedia.org/resource/Berlin,k
http://dbpedia.org/resource/Berlin,http://ckb.dbpedia.org/resource/بەرلین,k
