SUBJECT,OBJECT,LABEL
http://af.dbpedia.org/resource/Oorlog,http://an.dbpedia.org/resource/Guerra,k
http://af.dbpedia.org/resource/Oorlog,http://ar.dbpedia.org/resource/حرب,k
http://af.dbpedia.org/resource/Oorlog,http://arz.dbpedia.org/resource/حرب,k
http://af.dbpedia.org/resource/Oorlog,http://az.dbpedia.org/resource/Müharibə,k
http://af.dbpedia.org/resource/Oorlog,http://bat-smg.dbpedia.org/resource/Vaina,k
http://af.dbpedia.org/resource/Oorlog,http://be-x-old.dbpedia.org/resource/Вайна,k
http://af.dbpedia.org/resource/Oorlog,http://be.dbpedia.org/resource/Вайна,k
http://af.dbpedia.org/resource/Oorlog,http://bg.dbpedia.org/resource/Война,k
http://af.dbpedia.org/resource/Oorlog,http://bn.dbpedia.org/resource/যুদ্ধ,k
http://af.dbpedia.org/resource/Oorlog,http://br.dbpedia.org/resource/Brezel,k
http://af.dbpedia.org/resource/Oorlog,http://bs.dbpedia.org/resource/Rat,k
http://af.dbpedia.org/resource/Oorlog,http://ca.dbpedia.org/resource/Guerra,k
http://af.dbpedia.org/resource/Oorlog,http://ceb.dbpedia.org/resource/Gubat,k
http://af.dbpedia.org/resource/Oorlog,http://cs.dbpedia.org/resource/Válka,k
http://af.dbpedia.org/resource/Oorlog,http://cv.dbpedia.org/resource/Вăрçă,k
http://af.dbpedia.org/resource/Oorlog,http://cy.dbpedia.org/resource/Rhyfel,k
http://af.dbpedia.org/resource/Oorlog,http://da.dbpedia.org/resource/Krig,k
http://af.dbpedia.org/resource/Oorlog,http://dbpedia.org/resource/War,k
http://af.dbpedia.org/resource/Oorlog,http://de.dbpedia.org/resource/Krieg,k
http://af.dbpedia.org/resource/Oorlog,http://el.dbpedia.org/resource/Πόλεμος,k
http://af.dbpedia.org/resource/Oorlog,http://eo.dbpedia.org/resource/Milito,k
http://af.dbpedia.org/resource/Oorlog,http://es.dbpedia.org/resource/Guerra,k
http://af.dbpedia.org/resource/Oorlog,http://et.dbpedia.org/resource/Sõda,k
http://af.dbpedia.org/resource/Oorlog,http://eu.dbpedia.org/resource/Gerra,k
http://af.dbpedia.org/resource/Oorlog,http://fa.dbpedia.org/resource/جنگ,k
http://af.dbpedia.org/resource/Oorlog,http://fi.dbpedia.org/resource/Sota,k
http://af.dbpedia.org/resource/Oorlog,http://fr.dbpedia.org/resource/Guerre,k
http://af.dbpedia.org/resource/Oorlog,http://fy.dbpedia.org/resource/Oarloch,k
http://af.dbpedia.org/resource/Oorlog,http://ga.dbpedia.org/resource/Cogadh,k
http://af.dbpedia.org/resource/Oorlog,http://gd.dbpedia.org/resource/Cogadh,k
http://af.dbpedia.org/resource/Oorlog,http://gl.dbpedia.org/resource/Guerra,k
http://af.dbpedia.org/resource/Oorlog,http://he.dbpedia.org/resource/מלחמה,k
http://af.dbpedia.org/resource/Oorlog,http://hi.dbpedia.org/resource/संग्राम,k
http://af.dbpedia.org/resource/Oorlog,http://hif.dbpedia.org/resource/Yudh,k
http://af.dbpedia.org/resource/Oorlog,http://hr.dbpedia.org/resource/Rat,k
http://af.dbpedia.org/resource/Oorlog,http://ht.dbpedia.org/resource/Lagè,k
http://af.dbpedia.org/resource/Oorlog,http://hu.dbpedia.org/resource/Háború,k
http://af.dbpedia.org/resource/Oorlog,http://hy.dbpedia.org/resource/Պատերազմ,k
http://af.dbpedia.org/resource/Oorlog,http://ia.dbpedia.org/resource/Guerra,k
http://af.dbpedia.org/resource/Oorlog,http://id.dbpedia.org/resource/Perang,k
http://af.dbpedia.org/resource/Oorlog,http://is.dbpedia.org/resource/Stríð,k
http://af.dbpedia.org/resource/Oorlog,http://it.dbpedia.org/resource/Guerra,k
http://af.dbpedia.org/resource/Oorlog,http://ja.dbpedia.org/resource/戦争,k
http://af.dbpedia.org/resource/Oorlog,http://jv.dbpedia.org/resource/Perang,k
http://af.dbpedia.org/resource/Oorlog,http://ka.dbpedia.org/resource/ომი,k
http://af.dbpedia.org/resource/Oorlog,http://kk.dbpedia.org/resource/Соғыс,k
http://af.dbpedia.org/resource/Oorlog,http://kn.dbpedia.org/resource/ಯುದ್ಧ,k
http://af.dbpedia.org/resource/Oorlog,http://ko.dbpedia.org/resource/전쟁,k
http://af.dbpedia.org/resource/Oorlog,http://ku.dbpedia.org/resource/Şer,k
http://af.dbpedia.org/resource/Oorlog,http://ky.dbpedia.org/resource/Согуш,k
http://af.dbpedia.org/resource/Oorlog,http://la.dbpedia.org/resource/Bellum,k
http://af.dbpedia.org/resource/Oorlog,http://lb.dbpedia.org/resource/Krich,k
http://af.dbpedia.org/resource/Oorlog,http://lt.dbpedia.org/resource/Karas,k
http://af.dbpedia.org/resource/Oorlog,http://lv.dbpedia.org/resource/Karš,k
http://af.dbpedia.org/resource/Oorlog,http://map-bms.dbpedia.org/resource/Perang,k
http://af.dbpedia.org/resource/Oorlog,http://mk.dbpedia.org/resource/Војна,k
http://af.dbpedia.org/resource/Oorlog,http://ml.dbpedia.org/resource/യുദ്ധം,k
http://af.dbpedia.org/resource/Oorlog,http://mr.dbpedia.org/resource/युद्ध,k
http://af.dbpedia.org/resource/Oorlog,http://ms.dbpedia.org/resource/Peperangan,k
http://af.dbpedia.org/resource/Oorlog,http://nds.dbpedia.org/resource/Krieg,k
http://af.dbpedia.org/resource/Oorlog,http://new.dbpedia.org/resource/हताः,k
http://af.dbpedia.org/resource/Oorlog,http://nl.dbpedia.org/resource/Oorlog,k
http://af.dbpedia.org/resource/Oorlog,http://nn.dbpedia.org/resource/Krig,k
http://af.dbpedia.org/resource/Oorlog,http://no.dbpedia.org/resource/Krig,k
http://af.dbpedia.org/resource/Oorlog,http://oc.dbpedia.org/resource/Guèrra,k
http://af.dbpedia.org/resource/Oorlog,http://pl.dbpedia.org/resource/Wojna,k
http://af.dbpedia.org/resource/Oorlog,http://pms.dbpedia.org/resource/Guèra,k
http://af.dbpedia.org/resource/Oorlog,http://pnb.dbpedia.org/resource/لڑائی,k
http://af.dbpedia.org/resource/Oorlog,http://pt.dbpedia.org/resource/Guerra,k
http://af.dbpedia.org/resource/Oorlog,http://qu.dbpedia.org/resource/Maqanakuy,k
http://af.dbpedia.org/resource/Oorlog,http://ro.dbpedia.org/resource/Război,k
http://af.dbpedia.org/resource/Oorlog,http://ru.dbpedia.org/resource/Война,k
http://af.dbpedia.org/resource/Oorlog,http://scn.dbpedia.org/resource/Guerra,k
http://af.dbpedia.org/resource/Oorlog,http://sh.dbpedia.org/resource/Rat,k
http://af.dbpedia.org/resource/Oorlog,http://simple.dbpedia.org/resource/War,k
http://af.dbpedia.org/resource/Oorlog,http://sk.dbpedia.org/resource/Vojna,k
http://af.dbpedia.org/resource/Oorlog,http://sl.dbpedia.org/resource/Vojna,k
http://af.dbpedia.org/resource/Oorlog,http://sq.dbpedia.org/resource/Lufta,k
http://af.dbpedia.org/resource/Oorlog,http://sr.dbpedia.org/resource/Рат,k
