SUBJECT,OBJECT,LABEL
http://af.dbpedia.org/resource/Brandenburg,http://als.dbpedia.org/resource/Land_Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://an.dbpedia.org/resource/Brandemburgo,k
http://af.dbpedia.org/resource/Brandenburg,http://ar.dbpedia.org/resource/براندنبورغ,k
http://af.dbpedia.org/resource/Brandenburg,http://az.dbpedia.org/resource/Brandenburq,k
http://af.dbpedia.org/resource/Brandenburg,http://ba.dbpedia.org/resource/Бранденбург_(штат),k
http://af.dbpedia.org/resource/Brandenburg,http://be-x-old.dbpedia.org/resource/Брандэнбург,k
http://af.dbpedia.org/resource/Brandenburg,http://be.dbpedia.org/resource/Брандэнбург,k
http://af.dbpedia.org/resource/Brandenburg,http://bg.dbpedia.org/resource/Бранденбург,k
http://af.dbpedia.org/resource/Brandenburg,http://br.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://bs.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://ca.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://cs.dbpedia.org/resource/Braniborsko,k
http://af.dbpedia.org/resource/Brandenburg,http://cv.dbpedia.org/resource/Бранденбург,k
http://af.dbpedia.org/resource/Brandenburg,http://cy.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://da.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://de.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://diq.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://el.dbpedia.org/resource/Βραδεμβούργο,k
http://af.dbpedia.org/resource/Brandenburg,http://eo.dbpedia.org/resource/Brandenburgio,k
http://af.dbpedia.org/resource/Brandenburg,http://es.dbpedia.org/resource/Brandeburgo,k
http://af.dbpedia.org/resource/Brandenburg,http://et.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://eu.dbpedia.org/resource/Brandenburgo,k
http://af.dbpedia.org/resource/Brandenburg,http://fa.dbpedia.org/resource/براندنبورگ,k
http://af.dbpedia.org/resource/Brandenburg,http://fi.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://fr.dbpedia.org/resource/Brandebourg,k
http://af.dbpedia.org/resource/Brandenburg,http://fy.dbpedia.org/resource/Brandenboarch,k
http://af.dbpedia.org/resource/Brandenburg,http://ga.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://gd.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://gl.dbpedia.org/resource/Brandeburgo_-_Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://he.dbpedia.org/resource/ברנדנבורג,k
http://af.dbpedia.org/resource/Brandenburg,http://hr.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://hu.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://id.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://io.dbpedia.org/resource/Brandenburg,k
http://af.dbpedia.org/resource/Brandenburg,http://is.dbpedia.org/resource/Brandenborg,k
