SUBJECT,OBJECT,LABEL
http://af.dbpedia.org/resource/Antieke_Rome,http://an.dbpedia.org/resource/Antiga_Roma,k
http://af.dbpedia.org/resource/Antieke_Rome,http://ar.dbpedia.org/resource/روما_القديمة,k
http://af.dbpedia.org/resource/Antieke_Rome,http://az.dbpedia.org/resource/Qədim_Roma,k
http://af.dbpedia.org/resource/Antieke_Rome,http://ba.dbpedia.org/resource/Боронғо_Рим,k
http://af.dbpedia.org/resource/Antieke_Rome,http://be-x-old.dbpedia.org/resource/Старажытны_Рым,k
http://af.dbpedia.org/resource/Antieke_Rome,http://be.dbpedia.org/resource/Старажытны_Рым,k
http://af.dbpedia.org/resource/Antieke_Rome,http://bg.dbpedia.org/resource/Древен_Рим,k
http://af.dbpedia.org/resource/Antieke_Rome,http://bn.dbpedia.org/resource/প্রাচীন_রোম,k
http://af.dbpedia.org/resource/Antieke_Rome,http://br.dbpedia.org/resource/Henroma,k
http://af.dbpedia.org/resource/Antieke_Rome,http://ca.dbpedia.org/resource/Antiga_Roma,k
http://af.dbpedia.org/resource/Antieke_Rome,http://ceb.dbpedia.org/resource/Karaang_Roma,k
http://af.dbpedia.org/resource/Antieke_Rome,http://cs.dbpedia.org/resource/Starověký_Řím,k
http://af.dbpedia.org/resource/Antieke_Rome,http://cv.dbpedia.org/resource/Авалхи_Рим,k
http://af.dbpedia.org/resource/Antieke_Rome,http://cy.dbpedia.org/resource/Rhufain_hynafol,k
http://af.dbpedia.org/resource/Antieke_Rome,http://da.dbpedia.org/resource/Antikkens_Rom,k
http://af.dbpedia.org/resource/Antieke_Rome,http://dbpedia.org/resource/Ancient_Rome,k
http://af.dbpedia.org/resource/Antieke_Rome,http://de.dbpedia.org/resource/Römisches_Reich,k
http://af.dbpedia.org/resource/Antieke_Rome,http://el.dbpedia.org/resource/Αρχαία_Ρώμη,k
http://af.dbpedia.org/resource/Antieke_Rome,http://eo.dbpedia.org/resource/Romio,k
http://af.dbpedia.org/resource/Antieke_Rome,http://es.dbpedia.org/resource/Antigua_Roma,k
http://af.dbpedia.org/resource/Antieke_Rome,http://et.dbpedia.org/resource/Rooma_riik,k
http://af.dbpedia.org/resource/Antieke_Rome,http://eu.dbpedia.org/resource/Antzinako_Erroma,k
http://af.dbpedia.org/resource/Antieke_Rome,http://fa.dbpedia.org/resource/روم_باستان,k
http://af.dbpedia.org/resource/Antieke_Rome,http://fi.dbpedia.org/resource/Rooman_valtakunta,k
http://af.dbpedia.org/resource/Antieke_Rome,http://fr.dbpedia.org/resource/Rome_antique,k
http://af.dbpedia.org/resource/Antieke_Rome,http://ga.dbpedia.org/resource/An_tSean-Róimh,k
http://af.dbpedia.org/resource/Antieke_Rome,http://gl.dbpedia.org/resource/Roma_Antiga,k
http://af.dbpedia.org/resource/Antieke_Rome,http://he.dbpedia.org/resource/רומא_העתיקה,k
