SUBJECT,OBJECT,LABEL
http://af.dbpedia.org/resource/Etanol,http://an.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://ar.dbpedia.org/resource/إيثانول,k
http://af.dbpedia.org/resource/Etanol,http://az.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://ba.dbpedia.org/resource/Этанол,k
http://af.dbpedia.org/resource/Etanol,http://bat-smg.dbpedia.org/resource/Etanuolis,k
http://af.dbpedia.org/resource/Etanol,http://be-x-old.dbpedia.org/resource/Этаноль,k
http://af.dbpedia.org/resource/Etanol,http://be.dbpedia.org/resource/Этанол,k
http://af.dbpedia.org/resource/Etanol,http://bg.dbpedia.org/resource/Етанол,k
http://af.dbpedia.org/resource/Etanol,http://bn.dbpedia.org/resource/ইথানল,k
http://af.dbpedia.org/resource/Etanol,http://br.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://bs.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://ca.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://ceb.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://cs.dbpedia.org/resource/Ethanol,k
http://af.dbpedia.org/resource/Etanol,http://cy.dbpedia.org/resource/Ethanol,k
http://af.dbpedia.org/resource/Etanol,http://da.dbpedia.org/resource/Ætanol,k
http://af.dbpedia.org/resource/Etanol,http://dbpedia.org/resource/Ethanol,k
http://af.dbpedia.org/resource/Etanol,http://de.dbpedia.org/resource/Ethanol,k
http://af.dbpedia.org/resource/Etanol,http://el.dbpedia.org/resource/Αιθανόλη,k
http://af.dbpedia.org/resource/Etanol,http://eo.dbpedia.org/resource/Etanolo,k
http://af.dbpedia.org/resource/Etanol,http://es.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://et.dbpedia.org/resource/Etanool,k
http://af.dbpedia.org/resource/Etanol,http://eu.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://fa.dbpedia.org/resource/اتانول,k
http://af.dbpedia.org/resource/Etanol,http://fi.dbpedia.org/resource/Etanoli,k
http://af.dbpedia.org/resource/Etanol,http://fr.dbpedia.org/resource/Éthanol,k
http://af.dbpedia.org/resource/Etanol,http://fy.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://gl.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://gu.dbpedia.org/resource/ઇથેનોલ,k
http://af.dbpedia.org/resource/Etanol,http://he.dbpedia.org/resource/אתנול,k
http://af.dbpedia.org/resource/Etanol,http://hi.dbpedia.org/resource/इथेनॉल,k
http://af.dbpedia.org/resource/Etanol,http://hif.dbpedia.org/resource/Ethanol,k
http://af.dbpedia.org/resource/Etanol,http://hr.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://hu.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://id.dbpedia.org/resource/Etanol,k
http://af.dbpedia.org/resource/Etanol,http://is.dbpedia.org/resource/Etanól,k
http://af.dbpedia.org/resource/Etanol,http://it.dbpedia.org/resource/Etanolo,k
